-89.8335;49.7866;
-89.3271;49.6876;
-88.8230;49.5862;
-88.3211;49.4824;
-87.8214;49.3762;
-87.3691;49.2776;
-86.8737;49.1670;
-86.3807;49.0540;
-85.8901;48.9388;
-85.4020;48.8213;
-84.9163;48.7016;
-84.4331;48.5796;
-83.9959;48.4668;
-83.5163;48.3404;
-83.0399;48.2119;
-82.5662;48.0814;
-82.0950;47.9487;
-81.6266;47.8139;
-81.2028;47.6896;
-80.7393;47.5509;
-80.2780;47.4100;
-79.8197;47.2672;
-79.3639;47.1224;
-78.9108;46.9756;
-78.5010;46.8404;
-78.0529;46.6898;
-77.6073;46.5373;
-77.1644;46.3829;
-76.7243;46.2267;
-76.2868;46.0686;
-75.8914;45.9233;
-75.4589;45.7617;
-75.0292;45.5983;
-74.6021;45.4331;
-74.1777;45.2662;
-73.7557;45.0975;
-73.3365;44.9271;
-72.9200;44.7551;
-72.5435;44.5972;
-72.1321;44.4219;
-71.7231;44.2450;
-71.3168;44.0665;
-70.9131;43.8864;
-70.5119;43.7047;
-70.1134;43.5214;
-69.7534;43.3535;
-69.3598;43.1674;
-68.9687;42.9797;
-68.5801;42.7905;
-68.1942;42.5999;
-67.8107;42.4079;
-67.4296;42.2144;
-67.0854;42.0372;
-66.7092;41.8411;
-66.3352;41.6435;
-65.9639;41.4446;
-65.5949;41.2444;
-65.2283;41.0428;
-64.8641;40.8399;
-64.5352;40.6544;
-64.1755;40.4491;
-63.8182;40.2425;
-63.4632;40.0347;
-63.1105;39.8257;
-62.7600;39.6154;
-62.4119;39.4039;
-62.0973;39.2107;
-61.7535;38.9970;
-61.4116;38.7821;
-61.0721;38.5661;
-60.7349;38.3491;
-60.3998;38.1310;
-60.0669;37.9118;
-59.7662;37.7116;
-59.4372;37.4903;
-59.1104;37.2680;
-58.7856;37.0448;
-58.4630;36.8205;
-58.1714;36.6157;
-57.8524;36.3894;
-57.5355;36.1622;
-57.2207;35.9341;
-56.8794;35.6842;
-56.5687;35.4542;
-56.2598;35.2232;
-55.9528;34.9913;
-55.6752;34.7796;
-55.3718;34.5461;
-55.0702;34.3117;
-54.7704;34.0764;
-54.4723;33.8402;
-54.1761;33.6032;
-53.8816;33.3654;
-53.6154;33.1486;
-53.3242;32.9092;
-53.0347;32.6692;
-52.7470;32.4283;
-52.4609;32.1868;
-52.1764;31.9444;
-51.9189;31.7233;
-51.6376;31.4795;
-51.3578;31.2351;
-51.0796;30.9899;
-50.8029;30.7441;
-50.5277;30.4975;
-50.2541;30.2503;
-50.0066;30.0250;
-49.7358;29.7765;
-49.4665;29.5274;
-49.1987;29.2777;
-48.9323;29.0273;
-48.6672;28.7763;
-48.4035;28.5247;
-48.1650;28.2954;
-47.9040;28.0427;
-47.6442;27.7894;
-47.3858;27.5355;
-47.1287;27.2810;
-46.8728;27.0260;
-46.6413;26.7937;
-46.3880;26.5377;
-46.1358;26.2811;
-45.8849;26.0240;
-45.6350;25.7663;
-45.3860;25.5078;
-45.1611;25.2727;
-44.9147;25.0136;
-44.6695;24.7541;
-44.4255;24.4941;
-44.1826;24.2337;
-43.9407;23.9728;
-43.6999;23.7114;
-43.4819;23.4734;
-43.2431;23.2112;
-43.0053;22.9485;
-42.7686;22.6854;
-42.5328;22.4220;
-42.2981;22.1581;
-42.0855;21.9178;
-41.8526;21.6532;
-41.6206;21.3881;
-41.3895;21.1227;
-41.1594;20.8568;
-40.9301;20.5906;
-40.7017;20.3240;
-40.4741;20.0570;
-40.2474;19.7898;
-40.0216;19.5221;
-39.7966;19.2542;
-39.5724;18.9859;
-39.3694;18.7418;
-39.1467;18.4729;
-38.9248;18.2037;
-38.7037;17.9342;
-38.4833;17.6644;
-38.2637;17.3943;
-38.0448;17.1239;
-37.8464;16.8778;
-37.6288;16.6069;
-37.4119;16.3357;
-37.1956;16.0642;
-36.9800;15.7924;
-36.7651;15.5204;
-36.5508;15.2482;
-36.3371;14.9757;
-36.1433;14.7277;
-35.9308;14.4548;
-35.7188;14.1816;
-35.5074;13.9081;
-35.2965;13.6345;
-35.0862;13.3607;
-34.8955;13.1115;
-34.6861;12.8372;
-34.4774;12.5628;
-34.2691;12.2881;
-34.0613;12.0133;
-33.8539;11.7382;
-33.6659;11.4880;
-33.4593;11.2126;
-33.2533;10.9370;
-33.0477;10.6612;
-32.8425;10.3854;
-32.6563;10.1344;
-32.4519;9.8582;
-32.2479;9.5820;
-32.0443;9.3055;
-31.8410;9.0289;
-31.6380;8.7521;
-31.4354;8.4753;
-31.2331;8.1983;
-31.0495;7.9463;
-30.8479;7.6691;
-30.6465;7.3918;
-30.4454;7.1143;
-30.2444;6.8366;
-30.0438;6.5589;
-29.8435;6.2811;
-29.6616;6.0285;
-29.4616;5.7505;
-29.2620;5.4724;
-29.0625;5.1943;
-28.8633;4.9162;
-28.6824;4.6633;
-28.4835;4.3850;
-28.2848;4.1066;
-28.0862;3.8282;
-27.8878;3.5498;
-27.6896;3.2712;
-27.5093;3.0178;
-27.3112;2.7392;
-27.1133;2.4606;
-26.9154;2.1818;
-26.7177;1.9031;
-26.5200;1.6244;
-26.3403;1.3710;
-26.1427;1.0922;
-25.9452;0.8134;
-25.7477;0.5346;
-25.5502;0.2558;
-25.3528;-0.0229;
-25.1733;-0.2764;
-24.9757;-0.5553;
-24.7782;-0.8341;
-24.5807;-1.1129;
-24.3832;-1.3916;
-24.1855;-1.6703;
-24.0058;-1.9237;
-23.8081;-2.2023;
-23.6103;-2.4810;
-23.4124;-2.7596;
-23.2143;-3.0382;
-23.0162;-3.3166;
-22.8180;-3.5951;
-22.6376;-3.8483;
-22.4389;-4.1268;
-22.2403;-4.4050;
-22.0414;-4.6833;
-21.8424;-4.9614;
-21.6432;-5.2395;
-21.4619;-5.4922;
-21.2623;-5.7702;
-21.0625;-6.0481;
-20.8624;-6.3258;
-20.6621;-6.6035;
-20.4616;-6.8811;
-20.2791;-7.1332;
-20.0781;-7.4106;
-19.8768;-7.6878;
-19.6752;-7.9649;
-19.4733;-8.2419;
-19.2710;-8.5188;
-19.0869;-8.7704;
-18.8841;-9.0469;
-18.6808;-9.3234;
-18.4773;-9.5997;
-18.2734;-9.8758;
-18.0691;-10.1519;
-17.8830;-10.4026;
-17.6780;-10.6783;
-17.4725;-10.9538;
-17.2666;-11.2291;
-17.0603;-11.5043;
-16.8536;-11.7793;
-16.6652;-12.0291;
-16.4575;-12.3037;
-16.2494;-12.5782;
-16.0408;-12.8524;
-15.8316;-13.1264;
-15.6219;-13.4002;
-15.4117;-13.6738;
-15.2202;-13.9223;
-15.0090;-14.1955;
-14.7971;-14.4685;
-14.5847;-14.7412;
-14.3718;-15.0137;
-14.1582;-15.2859;
-13.9636;-15.5331;
-13.7488;-15.8049;
